0,8146
1,4195
2,8337
3,7537
4,3121
5,1495
6,3258
7,6580
8,5363
9,576
10,472
11,9823
12,5337
13,8519
14,3530
15,4026
16,691
17,8686
18,5985
19,6911
20,8145
21,3714
22,5402
23,6794
24,4763
25,3805
26,9979
27,4923
28,3694
29,7870
30,7818
31,2683
32,1648
33,4902
34,275
35,3480
36,6220
37,8290
38,575
39,3339
40,753
41,6994
42,7938
43,6199
44,9535
45,9884
46,4520
47,1980
48,8889
49,7176
50,8970
51,662
52,2328
53,2043
54,7461
55,2772
56,9641
57,9603
58,1850
59,4700
60,2093
61,608
62,2859
63,9468
64,2879
65,9595
66,5191
67,902
68,6478
69,6816
70,9024
71,9722
72,1183
73,5384
74,5450
75,9056
76,3584
77,7465
78,2118
79,2047
80,3063
81,923
82,7974
83,1485
84,6957
85,471
86,5138
87,7450
88,1185
89,490
90,3979
91,3433
92,5447
93,7994
94,2300
95,8750
96,3891
97,3614
98,2012
99,1967
100,1857
101,7879
102,9682
103,6414
104,3723
105,1055
106,3122
107,8479
108,6829
109,1986
110,758
111,3079
112,2900
113,1769
114,9838
115,2709
116,1225
117,399
118,9857
119,6898
120,2689
121,7901
122,7001
123,3561
124,5673
125,5871
126,7987
127,4860
128,7296
129,8472
130,3091
131,2959
132,1729
133,1037
134,5440
135,7885
136,6248
137,975
138,4144
139,1179
140,7727
141,1464
142,6901
143,69
144,6098
145,6007
146,84
147,5165
148,1570
149,3281
150,3479
151,6222
152,8034
153,3426
154,2145
155,208
156,3957
157,2299
158,6905
159,6866
160,1095
161,9407
162,1321
163,8422
164,1206
165,6605
166,2721
167,2381
168,5733
169,9449
170,3884
171,8900
172,7100
173,2070
174,452
175,5454
176,880
177,8107
178,3183
179,635
180,1985
181,6765
182,1801
183,7887
184,8351
185,9967
186,8377
187,8938
188,6412
189,350
190,3132
191,7240
192,3068
193,8095
194,7389
195,310
196,345
197,8934
198,5863
199,935
200,2114
201,2777
202,4297
203,2932
204,3280
205,2190
206,6368
207,5113
208,937
209,5724
210,9797
211,9195
212,7255
213,7180
214,9980
215,9207
216,3417
217,2827
218,7861
219,3547
220,5544
221,1227
222,3272
223,9492
224,2952
225,3773
226,7437
227,5942
228,2274
229,4342
230,2238
231,7328
232,4693
233,6327
234,5173
235,3358
236,6851
237,93
238,7384
239,5632
240,3703
241,594
242,4381
243,6850
244,80
245,3971
246,847
247,1255
248,6657
249,8780
250,1698
251,3962
252,2913
253,2056
254,8393
255,6611
256,4718
257,8084
258,2625
259,5287
260,6980
261,1178
262,3797
263,4874
264,9949
265,4659
266,6702
267,6836
268,1013
269,6542
270,1653
271,8280
272,123
273,3392
274,4814
275,5336
276,8901
277,5625
278,5677
279,9693
280,4972
281,185
282,1355
283,8620
284,7421
285,1167
286,5167
287,8592
288,8154
289,9403
290,3061
291,5944
292,8158
293,5729
294,2204
295,8522
296,2450
297,2477
298,66
299,8713
300,5684
301,779
302,5028
303,58
304,1036
305,4689
306,5436
307,2077
308,5090
309,4264
310,9547
311,4927
312,1861
313,7721
314,7882
315,4328
316,126
317,6205
318,6113
319,7983
320,2369
321,4608
322,2876
323,5272
324,1884
325,2075
326,2396
327,6662
328,3809
329,2571
330,166
331,5157
332,9044
333,3692
334,7438
335,1951
336,8702
337,6504
338,9719
339,2944
340,6639
341,661
342,640
343,4306
344,7178
345,164
346,5415
347,5692
348,8537
349,3672
350,911
351,4451
352,4311
353,8214
354,9399
355,1745
356,5279
357,4228
358,3526
359,6386
360,5501
361,4858
362,4479
363,2284
364,8328
365,2123
366,104
367,6841
368,9182
369,6134
370,3369
371,9536
372,4808
373,5406
374,8914
375,2849
376,1113
377,1838
378,6944
379,7367
380,9650
381,1177
382,9778
383,2977
384,5819
385,3735
386,5717
387,5318
388,1471
389,790
390,6726
391,1213
392,3062
393,638
394,5557
395,1730
396,2343
397,6852
398,4384
399,7873
400,8344
401,613
402,5432
403,2588
404,5194
405,1602
406,5507
407,2607
408,2084
409,1682
410,938
411,1728
412,3455
413,3648
414,9085
415,1041
416,8276
417,9620
418,8661
419,4045
420,6269
421,8879
422,1326
423,6919
424,7645
425,8875
426,1364
427,5035
428,2277
429,6364
430,3283
431,3224
432,5879
433,7365
434,1665
435,6170
436,6125
437,3408
438,9231
439,1010
440,8582
441,1982
442,154
443,3742
444,2679
445,7893
446,2153
447,3470
448,894
449,355
450,1441
451,8948
452,9425
453,4672
454,270
455,9985
456,748
457,4202
458,948
459,7015
460,4010
461,5273
462,1258
463,4677
464,3728
465,6978
466,1899
467,979
468,5548
469,7949
470,3922
471,2806
472,7867
473,7214
474,5877
475,384
476,8698
477,4529
478,6198
479,631
480,4824
481,7737
482,2053
483,3255
484,5619
485,5734
486,7193
487,6564
488,5912
489,5414
490,1860
491,6528
492,8797
493,6163
494,4209
495,4313
496,9861
497,3502
498,946
499,6781
500,8028
501,5333
502,9187
503,7863
504,5967
505,7959
506,1158
507,5774
508,972
509,9569
510,5136
511,8563
512,2787
513,1424
514,7561
515,5756
516,4673
517,8007
518,4042
519,4126
520,1946
521,3767
522,5849
523,8089
524,5606
525,9219
526,8902
527,2404
528,3020
529,2431
530,3142
531,6367
532,4803
533,4131
534,4746
535,1391
536,2332
537,8295
538,1828
539,5785
540,1918
541,1824
542,8105
543,4679
544,1507
545,2590
546,4181
547,1871
548,1605
549,944
550,6026
551,5533
552,2242
553,7692
554,2754
555,8001
556,1852
557,9755
558,776
559,168
560,7491
561,2474
562,7317
563,8946
564,182
565,8510
566,229
567,9886
568,5711
569,958
570,3150
571,4139
572,2221
573,3167
574,8575
575,8457
576,6749
577,3379
578,1373
579,217
580,8101
581,2273
582,369
583,6058
584,1797
585,1130
586,6807
587,3325
588,180
589,981
590,7834
591,5326
592,4591
593,8809
594,8545
595,2041
596,5163
597,9578
598,1509
599,6001
600,2991
601,7313
602,6399
603,1662
604,7971
605,4917
606,5712
607,9173
608,6051
609,9413
610,5866
611,6004
612,8521
613,6627
614,9614
615,8993
616,9236
617,5973
618,6342
619,281
620,2170
621,6016
622,7675
623,4743
624,7079
625,619
626,977
627,2035
628,9080
629,1456
630,82
631,6432
632,2755
633,1972
634,4225
635,8956
636,1963
637,8712
638,4999
639,618
640,1629
641,9160
642,9716
643,9019
644,4189
645,4898
646,2345
647,6646
648,2199
649,3371
650,31
651,9497
652,2487
653,7357
654,3787
655,1806
656,3965
657,535
658,7504
659,780
660,5572
661,8720
662,8219
663,1413
664,719
665,7312
666,5316
667,6479
668,2301
669,9851
670,4594
671,7371
672,3260
673,615
674,3288
675,7609
676,7968
677,8529
678,7629
679,9674
680,6534
681,8783
682,57
683,4554
684,7209
685,907
686,2600
687,4587
688,7472
689,1928
690,6145
691,2132
692,5152
693,956
694,4190
695,9916
696,7584
697,8817
698,4884
699,9714
700,7191
701,2383
702,5119
703,3335
704,295
705,7011
706,1655
707,5897
708,686
709,1582
710,6505
711,7316
712,2179
713,2283
714,1082
715,2026
716,7790
717,4873
718,3077
719,8183
720,540
721,555
722,9684
723,9116
724,4435
725,3456
